序号,消息id,发送方,消息格式,消息内容,时间
1472,862606100522718,买家,text,你们现在给我个明确方案，不要让我一直等,2026-06-25 10:24:57.137
1472,862606100522777,商家,text,确认是运输/包装问题的话，支持补发、换货或退款，您选哪种这边马上安排~,2026-06-25 10:25:41.593
1473,862606100522838,买家,text,问一下,2026-06-25 10:47:05.243
1473,862606100522903,买家,text,下单地址填错了，能帮我从苏州工业园改到深圳南山吗？订单号20260690298063,2026-06-25 10:47:25.663
1473,862606100522934,商家,text,您好~帮您看下订单状态，如果还没出库可以直接改，请把完整的新地址发我一下哦,2026-06-25 10:47:40.055
1473,862606100522990,买家,text,深圳南山xx路13号5栋2178室,2026-06-25 10:48:09.195
1473,862606100523063,买家,text,收件人电话不变,2026-06-25 10:48:31.372
1473,862606100523159,商家,text,已经帮您改好啦，发货时会按新地址寄出，请放心~,2026-06-25 10:49:24.347
1474,862606100523234,买家,text,在么在么,2026-06-25 11:06:22.312
1474,862606100523310,买家,text,老客户了，玫瑰纯露爽肤水能给点优惠不,2026-06-25 11:06:30.652
1474,862606100523347,商家,text,感谢一直以来的支持！给您申请了老客专属9折券，下单自动生效哦,2026-06-25 11:06:42.860
1474,862606100523423,买家,text,好的谢谢啦,2026-06-25 11:07:14.716
1474,862606100523505,商家,text,不客气~祝您使用愉快，随时欢迎回来找小美❤,2026-06-25 11:08:41.414
1475,862606100523593,买家,text,发什么快递？武汉洪山几天能到,2026-06-25 11:22:50.883
1475,862606100523650,商家,text,您好，默认发顺丰，到武汉洪山一般4天，偏远地区会稍慢一点哦~,2026-06-25 11:23:17.951
1475,862606100523697,买家,text,急用，明天出差要带走，能加急吗,2026-06-25 11:24:05.179
1475,862606100523783,商家,text,这边帮您备注加急啦，仓库会优先安排，但最终以揽收时间为准，超时未发您随时来催我哦~,2026-06-25 11:24:54.464
1476,862606100523879,买家,text,我拍了维C亮肤精华，今天能发货吗？寄到杭州西湖，无语了,2026-06-25 12:32:19.790
1476,862606100523954,商家,text,您好~现货48小时内发出，默认圆通，到杭州西湖一般3天左右哦,2026-06-25 12:32:49.704
1476,862606100523988,买家,text,OK,2026-06-25 12:33:14.164
1476,862606100524037,商家,text,好的亲~发出后系统会自动推送单号，感谢您的耐心等待❤,2026-06-25 12:33:32.856
1477,862606100524134,买家,text,问一下,2026-06-25 12:39:55.161
1477,862606100524203,买家,text,持妆无瑕粉底液里氨基酸浓度是多少？,2026-06-25 12:40:05.292
1477,862606100524238,商家,text,您好~持妆无瑕粉底液中氨基酸添加浓度为3%，属于温和有效的浓度区间，耐受后可每天使用哦,2026-06-25 12:40:42.977
1478,862606100524333,买家,text,我拍了神经酰胺修护面霜,2026-06-25 12:40:14.739
1478,862606100524394,买家,text,今天能发货吗？寄到青岛市南，很急！！,2026-06-25 12:40:33.126
1478,862606100524439,商家,text,您好~现货48小时内发出，默认中通，到青岛市南一般2天左右哦,2026-06-25 12:42:02.841
1478,862606100524525,买家,text,别跟我说一般，给个准话今天发不发,2026-06-25 12:45:00.651
1478,862606100524556,买家,text,在不在啊,2026-06-25 12:49:34.157
1478,862606100524647,商家,text,理解您着急的心情，刚和仓库确认过，您的包裹今天一定发出，请放心~,2026-06-25 12:49:52.439
1479,862606100524726,买家,text,你好,2026-06-25 12:45:53.185
1479,862606100524757,买家,text,维C亮肤精华用了几次不太合适，能退吗,2026-06-25 12:46:05.040
1479,862606100524793,买家,text,我已经拆封用过两次了也能退？,2026-06-25 12:46:28.440
1479,862606100524889,商家,text,您好~支持七天无理由退货（自签收次日起算），未拆封可直接申请，已拆封使用的这边帮您登记专员审核哦,2026-06-25 12:47:39.780
1479,862606100524979,商家,text,过敏或质量问题拆封了也支持退的呢，其他情况拆封使用会影响二次销售，需专员审核，请您理解~,2026-06-25 12:47:44.111
1480,862606100525014,买家,text,用了虾青素抗氧精华第二天脸上起了小红疹，还有点痒，怎么办,2026-06-25 12:50:56.453
1480,862606100525079,商家,text,您好，先别担心~请立即停用并用清水洁面，避免叠加其他功效产品，如持续加重建议及时就医哦,2026-06-25 12:51:24.754
1480,862606100525150,买家,text,需要我提供什么凭证,2026-06-25 12:52:07.712
1480,862606100525224,商家,text,每个人肤质耐受不同，产品是正规备案的，您的情况我们非常重视，支持全额退款并赠您舒缓小样~,2026-06-25 12:53:08.720
1480,862606100525278,买家,picture,https://img.example.com/buyer/skin/394068.jpg,2026-06-25 12:54:23.296
1480,862606100525310,商家,text,收到照片啦，已帮您登记过敏售后，退款将在1-3个工作日原路退回，祝您皮肤早日恢复~,2026-06-25 12:55:30.290
1481,862606100525385,买家,text,问一下,2026-06-25 13:14:03.511
1481,862606100525422,买家,text,敏感肌用维C亮肤精华会闷痘吗,2026-06-25 13:14:14.685
1481,862606100525496,商家,text,您好，这款针对敏感肌做过测试，肤感清爽不闷，正确用量一般不会闷痘的哦,2026-06-25 13:15:25.339
1481,862606100525569,买家,text,换季烂脸期能用吗,2026-06-25 13:16:11.809
1481,862606100525654,商家,text,换季敏感期建议精简护肤，先用舒缓保湿类，等皮肤稳定后再叠加功效型产品~,2026-06-25 13:16:22.665
1482,862606100525703,买家,text,老客户了，玫瑰纯露爽肤水能给点优惠不,2026-06-25 13:18:16.334
1482,862606100525737,商家,text,感谢一直以来的支持！给您申请了老客专属20元无门槛券，下单自动生效哦,2026-06-25 13:18:48.136
1482,862606100525832,买家,text,那还行，我拍两瓶,2026-06-25 13:19:28.873
1482,862606100525924,商家,text,好嘞~两瓶还能凑到满减，帮您备注优先发货❤,2026-06-25 13:20:40.844
1483,862606100526007,买家,text,订单20260635245796什么时候发货？都两天了,2026-06-25 14:07:45.827
1483,862606100526093,买家,text,能改发顺丰吗，我补差价,2026-06-25 14:07:57.097
1483,862606100526127,商家,text,您好，客服小美很高兴为您服务~,2026-06-25 14:08:05.227
1483,862606100526183,商家,text,亲，已催仓库优先处理您的订单，发出后会短信通知，请留意物流信息~,2026-06-25 14:08:19.314
1483,862606100526242,商家,text,可以备注改发顺丰的，差价这边帮您申请免掉，请稍等~,2026-06-25 14:08:43.963
1484,862606100526326,买家,text,亲，在不在,2026-06-25 14:22:16.311
1484,862606100526410,买家,text,订单20260685406347什么时候发货？都两天了,2026-06-25 14:22:24.721
1484,862606100526448,商家,text,亲，已催仓库优先处理您的订单，发出后会短信通知，请留意物流信息~,2026-06-25 14:22:48.905
1485,862606100526483,买家,text,在吗？,2026-06-25 14:32:50.040
1485,862606100526565,买家,text,我拍了温和卸妆油,2026-06-25 14:32:57.373
1485,862606100526644,买家,text,今天能发货吗？寄到重庆渝北，真的服了,2026-06-25 14:33:07.932
1485,862606100526691,买家,text,能改发顺丰吗，我补差价,2026-06-25 14:33:25.542
1485,862606100526763,商家,text,您好~现货48小时内发出，默认京东物流，到重庆渝北一般3天左右哦,2026-06-25 14:34:52.049
1485,862606100526856,商家,text,可以备注改发顺丰的，差价这边帮您申请免掉，请稍等~,2026-06-25 14:35:08.129
1486,862606100526949,买家,text,亲，多肽紧致眼霜适合秋冬用吗，会不会不够滋润,2026-06-25 14:37:40.141
1486,862606100527003,商家,text,您好，客服小美很高兴为您服务~,2026-06-25 14:38:12.455
1486,862606100527041,商家,text,您好，在的呢~ 多肽紧致眼霜核心功效是保湿修护，坚持使用对出油会有改善哦,2026-06-25 14:38:26.464
1486,862606100527127,买家,text,会不会很油腻,2026-06-25 14:38:42.044
1486,862606100527181,商家,text,质地比较清爽，上脸好推开易吸收，油皮宝宝也可以放心使用的~,2026-06-25 14:39:32.265
1486,862606100527278,买家,text,行，我先拍一瓶试试,2026-06-25 14:42:32.028
1486,862606100527317,商家,text,好的呢~有任何问题随时联系客服，祝您生活愉快，皮肤越来越好哦❤,2026-06-25 14:43:23.397
1487,862606100527402,买家,text,在吗？想问下氨基酸温和洁面乳对闭口有改善吗,2026-06-25 14:42:20.804
1487,862606100527496,商家,text,在的在的，请讲~,2026-06-25 14:42:51.727
1487,862606100527545,商家,text,您好，在的呢~ 氨基酸温和洁面乳核心功效是保湿修护，坚持使用对闭口会有改善哦,2026-06-25 14:42:56.840
1487,862606100527576,买家,text,白天能用吗,2026-06-25 14:45:25.049
1487,862606100527671,商家,text,白天可以使用的，如果含美白/酸类成分建议白天做好防晒哦~,2026-06-25 14:46:15.133
1487,862606100527707,买家,text,了解了，我考虑一下,2026-06-25 14:49:13.961
1487,862606100527743,商家,text,好的呢~有任何问题随时联系客服，祝您生活愉快，皮肤越来越好哦❤,2026-06-25 14:50:24.790
1488,862606100527789,买家,text,你好,2026-06-25 14:52:15.713
1488,862606100527883,买家,text,我最近出油比较严重,2026-06-25 14:52:35.464
1488,862606100527948,买家,text,泥膜清洁面膜有用吗,2026-06-25 14:52:51.097
1488,862606100528001,商家,text,您好~这款主打温和修护和长效保湿，很多回购的宝宝反馈对出油有帮助呢,2026-06-25 14:53:04.303
1488,862606100528035,买家,text,和精华一起用可以吗,2026-06-25 14:54:41.303
1488,862606100528127,商家,text,可以的呢，建议先水后精华再面霜，薄涂即可，叠加使用不冲突哦,2026-06-25 14:55:11.935
1488,862606100528194,买家,text,白天能用吗,2026-06-25 14:55:41.331
1488,862606100528226,商家,text,白天可以使用的，如果含美白/酸类成分建议白天做好防晒哦~,2026-06-25 14:56:01.161
1488,862606100528266,买家,text,好的谢谢,2026-06-25 14:57:58.799
1488,862606100528339,商家,text,好的呢~有任何问题随时联系客服，祝您生活愉快，皮肤越来越好哦❤,2026-06-25 14:59:21.039
1489,862606100528435,买家,text,我拍了轻盈防晒霜SPF50+，今天能发货吗？寄到重庆渝北,2026-06-25 14:57:18.231
1489,862606100528514,买家,text,这客服是摆设吗,2026-06-25 14:59:33.742
1489,862606100528596,商家,text,在的在的，请讲~,2026-06-25 14:59:57.281
1489,862606100528632,商家,text,您好~现货48小时内发出，默认中通，到重庆渝北一般4天左右哦,2026-06-25 15:00:07.637
1489,862606100528694,买家,text,急用，明天出差要带走，能加急吗,2026-06-25 15:01:18.378
1489,862606100528789,买家,text,怎么不回我,2026-06-25 15:07:41.074
1489,862606100528885,商家,text,这边帮您备注加急啦，仓库会优先安排，但最终以揽收时间为准，超时未发您随时来催我哦~,2026-06-25 15:09:10.177
1490,862606100528967,买家,text,你好，控油清爽乳液有补水功能吗？,2026-06-25 15:23:54.261
1490,862606100528999,商家,text,亲亲您好，控油清爽乳液含高浓度活性成分，主打改善干纹和提亮肤色，需要连续使用28天以上效果更明显哦,2026-06-25 15:24:30.443
1490,862606100529034,买家,text,多久能看到效果呀,2026-06-25 15:24:50.074
1490,862606100529081,商家,text,一般连续使用2-4周会感觉皮肤状态改善，个体有差异哦，建议配合防晒效果更好~,2026-06-25 15:25:13.965
1490,862606100529157,买家,text,会不会很油腻,2026-06-25 15:26:31.577
1490,862606100529240,商家,text,质地比较清爽，上脸好推开易吸收，油皮宝宝也可以放心使用的~,2026-06-25 15:26:55.760
1490,862606100529286,买家,text,了解了，我考虑一下,2026-06-25 15:28:03.269
1490,862606100529376,商家,text,好的呢~有任何问题随时联系客服，祝您生活愉快，皮肤越来越好哦❤,2026-06-25 15:29:17.348
1491,862606100529427,买家,text,中性皮肤用控油清爽乳液会闷痘吗,2026-06-25 15:40:54.931
1491,862606100529492,商家,text,亲亲在的哦~,2026-06-25 15:42:09.851
1491,862606100529582,商家,text,您好~控油清爽乳液配方温和无酒精无香精，中性皮肤也可以放心使用哦,2026-06-25 15:42:30.620
1491,862606100529663,买家,text,换季烂脸期能用吗,2026-06-25 15:43:25.525
1491,862606100529716,商家,text,换季敏感期建议精简护肤，先用舒缓保湿类，等皮肤稳定后再叠加功效型产品~,2026-06-25 15:44:39.678
1492,862606100529797,买家,text,我有点生气了,2026-06-25 15:50:32.952
1492,862606100529860,买家,text,买的视黄醇抗皱晚霜收到瓶口是坏的，这怎么用？,2026-06-25 15:50:36.712
1492,862606100529892,买家,picture,https://img.example.com/buyer/damage/524575.jpg,2026-06-25 15:50:47.623
1492,862606100529937,商家,text,亲亲在的哦~,2026-06-25 15:51:26.134
1492,862606100530006,商家,text,非常抱歉给您带来不好的体验！这边已看到图片，先帮您登记核实，一定给您明确的处理结果,2026-06-25 15:51:32.434
1492,862606100530073,买家,text,这个月第二次了，你们包装能不能上点心！！,2026-06-25 15:52:26.077
1492,862606100530150,商家,text,真的非常抱歉！已反馈仓库加强包装，这单给您补发并附赠小样3件套作为补偿，请您消气~,2026-06-25 15:53:01.073
1492,862606100530186,买家,text,好吧，这次给你们个机会,2026-06-25 15:54:20.710
1492,862606100530259,买家,text,怎么没人说话，无语,2026-06-25 15:59:25.896
1492,862606100530293,商家,text,好的已登记补发，今天发出后单号会同步给您，感谢您的理解与支持❤,2026-06-25 15:59:38.457
1493,862606100530349,买家,text,客服客服,2026-06-25 16:01:11.331
1493,862606100530434,买家,text,发票能开公司抬头吗？要专票,2026-06-25 16:01:16.764
1493,862606100530481,商家,text,支持开企业抬头，专票需要提供完整开票信息（税号、地址、开户行），这边登记后5个工作日内寄出~,2026-06-25 16:01:41.664
1493,862606100530551,买家,text,税号是91330100XXXXXXXXXX，抬头我私发你,2026-06-25 16:02:20.609
1493,862606100530608,商家,text,收到~已帮您提交开票申请，开好后第一时间发送给您，请留意查收哦❤,2026-06-25 16:02:34.439
1494,862606100530646,买家,text,客服客服,2026-06-25 16:05:18.254
1494,862606100530711,买家,text,订单20260698712177什么时候发货？都两天了，无语了,2026-06-25 16:05:22.468
1494,862606100530803,买家,text,速度啊姐妹,2026-06-25 16:07:59.642
1494,862606100530855,商家,text,亲，已催仓库优先处理您的订单，发出后会短信通知，请留意物流信息~,2026-06-25 16:09:06.255
1495,862606100530911,买家,text,发什么快递？重庆渝北几天能到,2026-06-25 16:06:05.587
1495,862606100530971,商家,text,在的在的，请讲~,2026-06-25 16:07:21.346
1495,862606100531009,商家,text,您好，默认发顺丰，到重庆渝北一般3天，偏远地区会稍慢一点哦~,2026-06-25 16:07:40.586
1496,862606100531042,买家,text,问一下,2026-06-25 16:16:46.788
1496,862606100531138,买家,text,粉底液怎么选色号呀？我皮肤偏黄,2026-06-25 16:17:00.779
1496,862606100531208,商家,picture,https://img.example.com/seller/shade_card/619887.jpg,2026-06-25 16:17:26.564
1496,862606100531303,商家,text,这是色卡图哦~偏黄皮建议选枫叶红，自然贴肤不假白,2026-06-25 16:17:43.090
1496,862606100531349,买家,text,持久度如何，一天要补妆吗,2026-06-25 16:18:36.253
1496,862606100531419,商家,text,实测8-10小时持妆，油皮建议定妆喷雾锁一下，基本不用补妆~,2026-06-25 16:19:43.525
1496,862606100531498,买家,text,行，那我试试,2026-06-25 16:21:56.210
1496,862606100531538,商家,text,好眼光！这个色号是我们家断货王，现在拍还送洁面起泡网哦❤,2026-06-25 16:23:16.347
1497,862606100531632,买家,text,我是混油皮，能用美白淡斑精华吗，真的服了,2026-06-25 16:25:15.493
1497,862606100531681,商家,text,亲，混油皮是可以用的，建议首次先在耳后或手臂内侧试用，无不适再上脸~,2026-06-25 16:26:30.735
1497,862606100531753,买家,text,孕妇可以用吗,2026-06-25 16:29:02.242
1497,862606100531837,买家,text,怎么不回我,2026-06-25 16:32:07.814
1497,862606100531906,商家,text,这款不含视黄醇和水杨酸，但孕期皮肤比较敏感，建议咨询医生后再使用更稳妥哦~,2026-06-25 16:33:00.045
1498,862606100531956,买家,text,送妈妈的，50岁左右用什么好,2026-06-25 16:32:57.181
1498,862606100532035,商家,text,50+建议以抗老修护为主，洋甘菊修护唇膜搭配神经酰胺修护面霜是妈妈辈回购率最高的组合哦~,2026-06-25 16:33:05.822
1498,862606100532122,买家,text,包装精美吗？直接寄她地址,2026-06-25 16:34:20.985
1498,862606100532199,商家,text,礼盒是磨砂烫金款很有质感，可以直接寄收礼人地址，单据不显示价格放心~,2026-06-25 16:34:43.339
1499,862606100532295,买家,text,618价格和现在比哪个划算？,2026-06-25 16:46:52.957
1499,862606100532358,商家,text,当前是月度大促价，和618基本持平，还多送赠品，建议趁活动囤哦~,2026-06-25 16:48:03.465
1500,862606100532443,买家,text,双头遮瑕笔用了半个多月,2026-06-25 16:49:59.124
1500,862606100532514,买家,text,感觉没什么效果啊,2026-06-25 16:50:09.384
1500,862606100532559,商家,text,亲亲在的哦~,2026-06-25 16:51:36.059
1500,862606100532652,商家,text,您好~护肤品见效需要周期，建议连续使用满28天（一个皮肤代谢周期）再观察，同时注意防晒和作息哦,2026-06-25 16:51:51.774
1500,862606100532729,买家,text,那我再坚持用用看，无语了,2026-06-25 16:54:42.732
1500,862606100532776,买家,text,回个话啊,2026-06-25 16:59:32.126
1500,862606100532844,商家,text,嗯嗯，有任何皮肤问题随时来咨询，我们有专业护肤顾问1对1解答哦~,2026-06-25 17:00:01.915
1501,862606100532920,买家,text,黄二白选什么色号合适,2026-06-25 17:07:54.379
1501,862606100532963,商家,picture,https://img.example.com/seller/shade_card/332503.jpg,2026-06-25 17:08:44.943
1501,862606100532998,商家,text,这是色卡图哦~偏黄皮建议选番茄色，自然贴肤不假白,2026-06-25 17:08:56.285
1501,862606100533074,买家,text,遮瑕力怎么样,2026-06-25 17:11:01.474
1501,862606100533135,商家,text,中等偏上遮瑕，日常痘印黑眼圈都能遮，厚涂也不卡纹~,2026-06-25 17:11:16.953
1502,862606100533184,买家,text,口红13暖调自然和奶茶色哪个显白？,2026-06-25 17:36:38.097
1502,862606100533254,商家,picture,https://img.example.com/seller/shade_card/844193.jpg,2026-06-25 17:36:56.000
1502,862606100533298,商家,text,显白推荐02象牙白，冷调更提气色，黄皮涂也不荧光~,2026-06-25 17:37:06.021
1502,862606100533340,买家,text,持久度如何，一天要补妆吗,2026-06-25 17:37:59.969
1502,862606100533405,商家,text,实测8-10小时持妆，油皮建议定妆喷雾锁一下，基本不用补妆~,2026-06-25 17:38:20.660
1503,862606100533486,买家,text,这个玫瑰纯露爽肤水主打什么功效呀,2026-06-25 17:37:20.384
1503,862606100533544,商家,text,亲亲您好，玫瑰纯露爽肤水含高浓度活性成分，主打改善毛孔粗大和提亮肤色，需要连续使用28天以上效果更明显哦,2026-06-25 17:38:43.587
1503,862606100533576,买家,text,白天能用吗,2026-06-25 17:41:24.096
1503,862606100533635,商家,text,白天可以使用的，如果含美白/酸类成分建议白天做好防晒哦~,2026-06-25 17:42:00.384
1503,862606100533707,买家,text,会不会很油腻,2026-06-25 17:43:07.370
1503,862606100533760,商家,text,质地比较清爽，上脸好推开易吸收，油皮宝宝也可以放心使用的~,2026-06-25 17:44:02.906
1504,862606100533793,买家,text,hello有人吗,2026-06-25 17:51:31.311
1504,862606100533851,买家,text,一次用多少量合适？感觉一瓶用得好快,2026-06-25 17:51:50.710
1504,862606100533904,商家,text,亲，一次1泵就够啦，用量过多可能搓泥，按正常用量一瓶可以用45天左右~,2026-06-25 17:52:23.533
1504,862606100533955,买家,text,明白了，谢谢,2026-06-25 17:52:52.637
1504,862606100534035,商家,text,不客气哦~祝您使用愉快，有问题随时来找客服小美❤,2026-06-25 17:54:06.939
1505,862606100534119,买家,text,亲，在不在,2026-06-25 19:16:41.417
1505,862606100534208,买家,text,七天无理由是从签收当天算吗？,2026-06-25 19:16:47.345
1505,862606100534262,商家,text,您好，是从签收次日起算7天哦，期间未拆封可直接申请退货，运费险会自动理赔~,2026-06-25 19:17:55.954
1505,862606100534359,买家,text,退款多久到账,2026-06-25 19:20:21.951
1505,862606100534396,商家,text,退款在仓库验收后1-3个工作日原路退回，请留意账户到账信息~,2026-06-25 19:21:22.589
1505,862606100534475,买家,text,好，那我去申请,2026-06-25 19:23:48.444
1505,862606100534506,商家,text,好的亲~申请后把单号发我，这边帮您加急处理哦❤,2026-06-25 19:24:53.304
1506,862606100534548,买家,text,玫瑰纯露爽肤水我一直回购，最近怎么涨价了,2026-06-25 19:17:38.550
1506,862606100534584,商家,text,亲，前段时间是大促价，现在恢复日常价啦，不过老客户这边可以给您申请一张回购专属券~,2026-06-25 19:18:06.522
1506,862606100534628,买家,text,那还行，我拍两瓶,2026-06-25 19:20:58.345
1506,862606100534725,商家,text,好嘞~两瓶还能凑到满减，帮您备注优先发货❤,2026-06-25 19:22:01.860
1507,862606100534768,买家,text,你们家神经酰胺修护面霜是正品吗？比专柜便宜好多,2026-06-25 19:42:09.202
1507,862606100534862,商家,text,亲亲在的哦~,2026-06-25 19:42:20.275
1507,862606100534927,商家,text,您好~我们是品牌官方授权店铺，支持专柜验货，假一赔十，价格低是因为有平台补贴哦,2026-06-25 19:42:40.999
1508,862606100534994,买家,text,hello有人吗,2026-06-25 19:53:38.145
1508,862606100535072,买家,text,一次用多少量合适？感觉一瓶用得好快,2026-06-25 19:53:57.710
1508,862606100535132,商家,text,亲，一次黄豆粒大小就够啦，用量过多可能搓泥，按正常用量一瓶可以用1个月左右~,2026-06-25 19:54:23.538
1508,862606100535183,买家,text,明白了，谢谢,2026-06-25 19:56:24.513
1508,862606100535226,商家,text,不客气哦~祝您使用愉快，有问题随时来找客服小美❤,2026-06-25 19:56:34.733
1509,862606100535320,买家,text,订单20260637689621什么时候发货？都两天了,2026-06-25 20:03:32.214
1509,862606100535404,商家,text,在的在的，请讲~,2026-06-25 20:04:37.210
1509,862606100535490,商家,text,亲，已催仓库优先处理您的订单，发出后会短信通知，请留意物流信息~,2026-06-25 20:04:44.090
1510,862606100535579,买家,text,我有点生气了,2026-06-25 20:24:19.318
1510,862606100535624,买家,text,买的果酸焕肤身体乳收到瓶口是坏的，这怎么用？，很急！！,2026-06-25 20:24:27.863
1510,862606100535699,买家,picture,https://img.example.com/buyer/damage/899773.jpg,2026-06-25 20:24:43.105
1510,862606100535773,商家,text,非常抱歉给您带来不好的体验！这边已看到图片，先帮您登记核实，一定给您明确的处理结果,2026-06-25 20:25:41.642
1510,862606100535859,买家,text,我不想退了寄来寄去麻烦，能补发一个吗,2026-06-25 20:27:12.877
1510,862606100535952,商家,text,可以补发的！旧的不用寄回，新的今天安排发出，给您添麻烦了非常抱歉,2026-06-25 20:28:26.909
1510,862606100536000,买家,text,好吧，这次给你们个机会,2026-06-25 20:29:30.137
1510,862606100536074,买家,text,在不在啊,2026-06-25 20:35:34.078
1510,862606100536167,商家,text,好的已登记补发，今天发出后单号会同步给您，感谢您的理解与支持❤,2026-06-25 20:36:43.406
1511,862606100536207,买家,text,角鲨烷保湿面霜现在有活动吗？,2026-06-25 20:51:15.032
1511,862606100536259,商家,text,您好~本周活动是满299减40，另外收藏加购再送小样3件套哦,2026-06-25 20:51:59.845
1511,862606100536337,买家,text,好嘞，那我现在拍,2026-06-25 20:54:14.678
1511,862606100536405,商家,text,好的亲~下单后备注「客服小美」，这边给您优先发货哦❤,2026-06-25 20:54:34.869
1512,862606100536482,买家,text,问一下,2026-06-25 20:56:10.044
1512,862606100536559,买家,text,我是中性皮肤,2026-06-25 20:56:33.279
1512,862606100536645,买家,text,能用神经酰胺修护面霜吗,2026-06-25 20:56:48.965
1512,862606100536723,商家,text,在的在的，请讲~,2026-06-25 20:57:15.737
1512,862606100536803,商家,text,亲，中性皮肤是可以用的，建议首次先在耳后或手臂内侧试用，无不适再上脸~,2026-06-25 20:57:37.621
1512,862606100536892,买家,text,好的，那我下单了,2026-06-25 20:59:43.273
1512,862606100536973,商家,text,好的亲~今天下单还有赠品化妆棉一包哦，感谢支持❤,2026-06-25 21:01:08.886
1513,862606100537020,买家,text,订单20260650260946什么时候发货？都两天了,2026-06-25 21:01:41.955
1513,862606100537051,商家,text,亲，已催仓库优先处理您的订单，发出后会短信通知，请留意物流信息~,2026-06-25 21:02:45.308
1513,862606100537110,买家,text,别跟我说一般，给个准话今天发不发,2026-06-25 21:04:35.450
1513,862606100537172,商家,text,理解您着急的心情，刚和仓库确认过，您的包裹今天一定发出，请放心~,2026-06-25 21:05:21.241
1514,862606100537208,买家,text,在么在么,2026-06-25 21:08:28.022
1514,862606100537259,买家,text,上次买的玫瑰纯露爽肤水用完了，还是原来的配方吗？,2026-06-25 21:08:32.070
1514,862606100537347,买家,text,券在哪里领,2026-06-25 21:08:50.710
1514,862606100537422,商家,text,在的呢，您说~,2026-06-25 21:09:57.803
1514,862606100537459,商家,text,感谢回购支持❤ 配方没有变哦，新包装升级了泵头更好按压~,2026-06-25 21:10:17.507
1514,862606100537531,商家,text,券已发放到您的账户「我的优惠券」里啦，24小时内有效，记得使用哦~,2026-06-25 21:10:37.953
1515,862606100537604,买家,text,下单地址填错了，能帮我从西安雁塔改到郑州金水吗？订单号20260613607404,2026-06-25 21:13:47.801
1515,862606100537701,商家,text,在的在的，请讲~,2026-06-25 21:14:31.674
1515,862606100537751,商家,text,您好~帮您看下订单状态，如果还没出库可以直接改，请把完整的新地址发我一下哦,2026-06-25 21:14:35.285
1515,862606100537834,买家,text,郑州金水xx路190号29栋1379室,2026-06-25 21:16:30.472
1515,862606100537873,买家,text,收件人电话不变,2026-06-25 21:16:39.159
1515,862606100537956,商家,text,已经帮您改好啦，发货时会按新地址寄出，请放心~,2026-06-25 21:16:51.207
1515,862606100538049,买家,text,好的，麻烦了,2026-06-25 21:18:36.214
1515,862606100538116,商家,text,不客气~有其他问题随时找我哦❤,2026-06-25 21:19:03.195
1516,862606100538182,买家,text,这个满199减25的券能和店铺券叠加吗,2026-06-25 21:29:48.949
1516,862606100538262,商家,text,可以叠加的呢！平台券+店铺券+赠品，到手价比日常划算很多，现在入手很合适~,2026-06-25 21:30:14.414
1516,862606100538315,买家,text,好嘞，那我现在拍,2026-06-25 21:33:05.964
1516,862606100538347,商家,text,好的亲~下单后备注「客服小美」，这边给您优先发货哦❤,2026-06-25 21:33:22.194
1517,862606100538432,买家,text,在吗？,2026-06-25 21:38:47.955
1517,862606100538522,买家,text,洋甘菊修护唇膜用了几次不太合适，能退吗,2026-06-25 21:38:58.755
1517,862606100538602,商家,text,您好~支持七天无理由退货（自签收次日起算），未拆封可直接申请，已拆封使用的这边帮您登记专员审核哦,2026-06-25 21:40:27.115
1517,862606100538643,买家,text,我已经拆封用过两次了也能退？,2026-06-25 21:43:04.399
1517,862606100538724,商家,text,过敏或质量问题拆封了也支持退的呢，其他情况拆封使用会影响二次销售，需专员审核，请您理解~,2026-06-25 21:44:32.969
1518,862606100538800,买家,text,亲，在不在,2026-06-25 22:14:31.258
1518,862606100538892,买家,text,口红枫叶红和03健康色哪个显白？,2026-06-25 22:14:35.066
1518,862606100538944,商家,picture,https://img.example.com/seller/shade_card/683119.jpg,2026-06-25 22:15:28.665
1518,862606100538999,商家,text,这是色卡图哦~偏黄皮建议选13暖调自然，自然贴肤不假白,2026-06-25 22:15:49.575
1518,862606100539095,买家,text,持久度如何，一天要补妆吗,2026-06-25 22:17:01.450
1518,862606100539133,商家,text,实测8-10小时持妆，油皮建议定妆喷雾锁一下，基本不用补妆~,2026-06-25 22:17:33.481
1519,862606100539202,买家,text,上次买的多肽紧致眼霜用完了，还是原来的配方吗？,2026-06-25 22:46:28.634
1519,862606100539298,商家,text,您好，客服小美很高兴为您服务~,2026-06-25 22:46:58.334
1519,862606100539339,商家,text,感谢回购支持❤ 配方没有变哦，新包装升级了泵头更好按压~,2026-06-25 22:47:08.381
1519,862606100539387,买家,text,好的谢谢啦,2026-06-25 22:47:53.929
1519,862606100539430,商家,text,不客气~祝您使用愉快，随时欢迎回来找小美❤,2026-06-25 22:49:08.956
1520,862606100539505,买家,text,在吗,2026-06-26 09:40:27.532
1520,862606100539595,买家,text,上次买的积雪草舒缓修护面膜用完了,2026-06-26 09:40:39.091
1520,862606100539668,买家,text,还是原来的配方吗？,2026-06-26 09:40:58.472
1520,862606100539758,商家,text,感谢回购支持❤ 配方没有变哦，新包装升级了泵头更好按压~,2026-06-26 09:41:20.987
1520,862606100539849,买家,text,券在哪里领,2026-06-26 09:42:17.670
